0.85593,4.01212,-4.63080,-5.63027,-3.02987,-2.16535,-3.35101,-16.00569,0.65221,-1.76822,-4.43045,-8.66713,-1.23811,-2.33213,-3.94680,0.19407,-2.31897,-6.44670,-8.40945,-6.17548,-4.49796,-16.19554,-3.87531,-2.45319,-4.86938,-2.68750,-5.31301,-1.91711,0.24221,4.49130,-3.31536,-3.39101,-1.38942,-0.31772,-1.10089,-16.23458,-3.54460,0.20254,-2.55730,-5.19670,-3.76366,0.24625,-2.76140,-0.03485,-3.27867,-0.02915,-8.49226,-5.85976,-3.92250,-16.12467,-4.04443,-3.53199,-5.11059,-6.04554,-8.73749,-3.66569,4.56712,0.56187,-4.78673,-5.60708,-3.99037,-7.57630,2.44211,-15.78617,-6.46762,-0.25709,-4.88923,-5.69508,-4.28516,-2.61677,-0.92566,1.43357,-1.73957,-7.44529,-4.91133,-2.81666,-3.84860,-16.22981,-2.84059,-2.98228,-1.43094,-6.65618,-2.97483,-5.82307,-0.71250,1.68716,-3.35364,-4.38171,-4.48555,-4.61381,-3.20687,-16.06185,-2.23817,-3.86356,-5.23991,-3.50230,-2.77793,-1.37639,1.14291,11.22907,-2.19876,1.61575,-4.44757,2.32180,-2.19745,-16.02427,4.64189,5.73379,-3.38785,-4.51297,0.81735,2.94881,-1.31147,1.10007,-0.53011,-3.97470,-6.63551,-4.65345,-2.42681,-16.23839,-1.59687,-2.96474,-1.22712,-2.86530,-5.18656,-1.78139,1.22363,1.71494,-4.02055,-4.29901,-6.37229,-4.59014,-0.50904,-15.98673,-5.92668,-0.17267,-5.05653,-4.76345,-2.28470,-1.45253,-1.84800,-0.57050,-3.88022,-4.94524,-5.64925,-3.63961,-2.98377,-16.22164,-4.07616,-4.19724,-2.75119,-7.27652,-4.67125,-6.01303,3.88438,1.72794,-0.11546,-0.19303,-1.26630,-3.32398,0.87818,-16.15416,-4.56119,-0.28878,-0.67898,-1.72684,-3.12629,-4.11677,3.35325,2.73720
1.00696,3.94211,-4.58220,-5.83217,-3.24082,-2.50013,-3.05161,-17.49655,0.40180,-1.82516,-4.30014,-8.54685,-1.39693,-2.46425,-4.22476,0.20236,-2.81255,-6.73488,-8.62102,-6.26945,-4.73146,-17.64791,-3.94717,-2.80226,-5.16881,-3.47028,-5.63334,-2.51231,0.32275,4.34863,-3.41891,-3.76587,-1.49831,-0.65289,-1.06373,-17.71581,-3.74889,0.05439,-2.86998,-5.44983,-3.80947,-0.14212,-2.53487,0.18302,-3.42488,-0.50639,-8.35879,-5.65764,-3.80214,-17.61148,-4.25561,-3.47279,-5.32454,-6.42956,-8.91717,-3.81600,4.17981,0.63756,-5.15717,-5.76533,-4.69338,-7.76027,2.10544,-17.22905,-6.59704,-0.40937,-5.15995,-6.12218,-4.58598,-2.60928,-0.90667,1.48615,-2.33539,-7.73522,-5.23944,-3.21074,-3.83934,-17.69413,-3.16819,-2.63960,-1.87005,-7.05847,-3.69180,-6.03829,-1.15618,1.72327,-3.61359,-4.94260,-4.86058,-4.87702,-3.62970,-17.50069,-2.30917,-4.10141,-5.42802,-3.96394,-3.34468,-2.07352,0.83092,11.11821,-2.53019,1.18943,-5.11456,1.80867,-2.48102,-17.48803,4.27221,5.54724,-3.66102,-4.80900,0.34950,2.60661,-1.56473,1.63029,-1.00074,-4.16421,-7.10692,-4.54927,-2.74237,-17.70521,-1.48000,-2.82032,-1.57040,-3.38028,-5.21101,-1.93007,1.20415,1.90333,-3.77949,-4.32778,-6.49521,-4.65937,-0.61548,-17.47133,-5.88827,-0.20350,-4.85745,-4.82201,-2.22231,-1.25029,-1.48720,-0.26058,-3.96898,-5.05085,-5.57139,-3.70918,-2.75538,-17.71187,-3.92835,-4.08373,-3.09978,-7.49092,-4.45840,-5.94203,3.68127,1.86097,-0.12921,-0.55753,-1.81263,-3.62586,0.90080,-17.64176,-4.34887,-0.14656,-0.78537,-1.68045,-3.27749,-4.29942,3.47243,2.89069
1.07848,3.41730,-4.58307,-5.90197,-3.41543,-2.89064,-2.79427,-17.26574,0.08509,-1.80130,-4.41427,-8.25040,-1.50763,-2.55538,-4.06191,0.12090,-2.77411,-6.79462,-8.27544,-6.05017,-4.34471,-17.38975,-4.06167,-2.53929,-4.92786,-3.30950,-5.51155,-2.36926,0.05812,4.04329,-3.22268,-3.52278,-1.28273,-0.56775,-1.31701,-17.45927,-3.75756,-0.36127,-2.61572,-5.41329,-4.12138,-0.33746,-2.47247,0.27599,-3.63808,-0.35116,-8.24965,-5.60256,-3.74033,-17.33685,-4.10674,-3.30854,-5.59087,-6.47501,-9.04697,-3.80767,3.97285,0.61076,-5.11438,-5.97106,-4.83021,-7.87268,1.91837,-17.02060,-6.42384,-0.28503,-4.96656,-6.11956,-4.79181,-2.67967,-1.08387,1.00259,-2.27928,-7.87780,-5.29822,-3.45951,-3.85807,-17.41943,-3.63802,-2.76872,-1.80254,-7.00342,-3.99745,-6.06859,-1.15338,2.00656,-3.78079,-4.46077,-4.66009,-4.48590,-3.68986,-17.24612,-1.99602,-3.77974,-5.40298,-4.17588,-3.15907,-1.80481,1.14216,11.10653,-2.15963,1.46751,-4.98390,1.84685,-2.17285,-17.21486,4.55916,5.65965,-3.32112,-4.26688,0.45822,2.56292,-1.33237,1.72960,-0.81550,-4.18836,-6.92861,-4.41540,-2.40499,-17.44655,-1.11461,-2.66999,-1.52989,-3.08694,-4.90089,-1.81147,0.67154,1.72361,-3.78887,-4.49357,-6.84925,-4.68849,-0.96212,-17.22957,-5.65334,-0.26612,-4.80837,-4.79424,-2.03562,-1.18643,-1.37526,-0.30087,-3.75291,-4.64302,-5.09987,-3.49062,-2.49803,-17.44559,-4.02452,-3.92995,-2.88947,-7.07955,-4.41933,-5.83246,3.88264,1.99762,0.15120,-0.11725,-1.37543,-3.18706,1.03580,-17.38611,-4.01087,0.08277,-0.60767,-1.74051,-2.95511,-4.20055,3.41740,2.85338
1.14453,3.25506,-4.54001,-5.83691,-3.35081,-2.93922,-2.72635,-16.91887,0.05843,-1.82912,-4.36203,-8.10521,-1.45608,-2.56363,-3.99696,0.16649,-2.68769,-6.74372,-8.13976,-5.89223,-4.27681,-17.02823,-3.99766,-2.39122,-4.79951,-3.19298,-5.38958,-2.27096,-0.08185,3.85651,-3.13758,-3.48104,-1.21614,-0.59336,-1.44381,-17.09426,-3.77422,-0.55763,-2.54566,-5.35628,-4.27908,-0.39170,-2.43325,0.31261,-3.61680,-0.14057,-8.18919,-5.51380,-3.72344,-16.98686,-4.08099,-3.17656,-5.59993,-6.39792,-9.02855,-3.71029,3.91287,0.54162,-5.06691,-5.92747,-4.74339,-7.89192,1.85077,-16.68744,-6.38742,-0.29293,-4.87410,-6.12949,-4.88798,-2.73183,-1.12011,0.81968,-2.18136,-7.84437,-5.28523,-3.57665,-3.87845,-17.05547,-3.78212,-2.79740,-1.73033,-6.88364,-4.09357,-6.10283,-1.18137,2.01648,-3.83352,-4.39602,-4.53839,-4.38441,-3.76286,-16.91030,-1.92433,-3.75031,-5.32421,-4.25387,-3.12931,-1.76686,1.14298,11.05534,-1.95134,1.65578,-4.96054,1.82032,-2.19577,-16.85366,4.63094,5.66966,-3.15212,-4.02898,0.45904,2.50316,-1.18125,1.80778,-0.70835,-4.08889,-6.74556,-4.32908,-2.25310,-17.10277,-0.96253,-2.58677,-1.48868,-2.97158,-4.75628,-1.65077,0.57779,1.69151,-3.66866,-4.38582,-6.95577,-4.66162,-1.00702,-16.88531,-5.53132,-0.18392,-4.73278,-4.67329,-1.95288,-1.11885,-1.27658,-0.37337,-3.65842,-4.51021,-4.90756,-3.43307,-2.33016,-17.08082,-4.07484,-3.85271,-2.75623,-6.87376,-4.35871,-5.72790,3.91469,2.05083,0.31321,0.12586,-1.21205,-2.98658,1.04142,-17.02582,-3.86869,0.16987,-0.46715,-1.67705,-2.77828,-4.17595,3.40715,2.80464
1.16650,3.21570,-4.50296,-5.81387,-3.34826,-2.93170,-2.70703,-16.86137,0.08238,-1.82464,-4.35350,-8.06978,-1.46756,-2.58406,-3.95918,0.17820,-2.66737,-6.74407,-8.12374,-5.85768,-4.23734,-16.96531,-3.96801,-2.31517,-4.79248,-3.15529,-5.37920,-2.22956,-0.17761,3.78979,-3.14576,-3.52341,-1.26569,-0.61053,-1.50503,-17.03089,-3.77074,-0.61350,-2.57669,-5.38168,-4.38936,-0.43182,-2.44432,0.28569,-3.60647,-0.09012,-8.20509,-5.51172,-3.73203,-16.92943,-4.10416,-3.15326,-5.61728,-6.37857,-9.08075,-3.70704,3.88955,0.52699,-5.06720,-5.89778,-4.72289,-7.89899,1.82481,-16.63743,-6.37924,-0.27908,-4.87645,-6.18453,-4.96772,-2.77227,-1.15425,0.72386,-2.16166,-7.88762,-5.34027,-3.67453,-3.89270,-16.98503,-3.82733,-2.80446,-1.73015,-6.86118,-4.17398,-6.14973,-1.17298,1.99717,-3.85184,-4.41850,-4.50185,-4.36837,-3.75950,-16.85942,-1.92184,-3.74085,-5.30802,-4.29694,-3.15318,-1.77696,1.10695,11.01975,-1.88568,1.69583,-4.97675,1.79857,-2.22531,-16.79177,4.68131,5.65417,-3.10960,-3.97966,0.40808,2.44496,-1.11530,1.83274,-0.66311,-4.05464,-6.69962,-4.31961,-2.16792,-17.05387,-0.90184,-2.53702,-1.52271,-2.92256,-4.75013,-1.59800,0.56111,1.69759,-3.61815,-4.36808,-6.99626,-4.63946,-0.98254,-16.82519,-5.46712,-0.11911,-4.72675,-4.65853,-1.96274,-1.10541,-1.27081,-0.45678,-3.63246,-4.51571,-4.90026,-3.45887,-2.27348,-17.01408,-4.13179,-3.84628,-2.74228,-6.81647,-4.40913,-5.72601,3.94720,2.06930,0.34631,0.18123,-1.14607,-2.92263,1.07507,-16.96094,-3.83951,0.22103,-0.46022,-1.68397,-2.71408,-4.17629,3.39621,2.83364
1.16967,3.24105,-4.49044,-5.80190,-3.35622,-2.89930,-2.71235,-16.93394,0.12215,-1.79825,-4.36835,-8.09112,-1.49549,-2.59604,-3.93720,0.16760,-2.66947,-6.74689,-8.15525,-5.88376,-4.21237,-17.03817,-3.96621,-2.29260,-4.83322,-3.14517,-5.42023,-2.23697,-0.21306,3.77856,-3.18731,-3.59517,-1.33548,-0.63541,-1.52363,-17.10455,-3.77311,-0.60578,-2.63024,-5.43886,-4.44087,-0.46185,-2.49654,0.22121,-3.61800,-0.13600,-8.25922,-5.56376,-3.78155,-17.00333,-4.15541,-3.20268,-5.64635,-6.40351,-9.16628,-3.77037,3.89692,0.54718,-5.08637,-5.87052,-4.71062,-7.89609,1.82016,-16.71305,-6.39510,-0.26322,-4.91445,-6.24087,-5.01483,-2.78007,-1.16990,0.70576,-2.17003,-7.92070,-5.40301,-3.73541,-3.91407,-17.05446,-3.81818,-2.79670,-1.75909,-6.88423,-4.23692,-6.18539,-1.14708,1.95738,-3.85873,-4.47404,-4.51754,-4.41819,-3.72165,-16.93368,-1.96528,-3.74471,-5.33057,-4.31165,-3.20938,-1.80269,1.07389,11.00062,-1.89663,1.66610,-5.00450,1.77495,-2.24331,-16.86394,4.68957,5.64258,-3.12202,-4.01952,0.35075,2.39031,-1.10451,1.81326,-0.65640,-4.04893,-6.70750,-4.34690,-2.13817,-17.13302,-0.90987,-2.54040,-1.56419,-2.91585,-4.80447,-1.62434,0.61091,1.74560,-3.59845,-4.36979,-6.98645,-4.60778,-0.92698,-16.89668,-5.43197,-0.06177,-4.74313,-4.68022,-1.96658,-1.09756,-1.29524,-0.50278,-3.63538,-4.57623,-4.96626,-3.50772,-2.27302,-17.08584,-4.15256,-3.86115,-2.76751,-6.82510,-4.46602,-5.76049,3.97194,2.07662,0.33594,0.16328,-1.14837,-2.91595,1.11134,-17.03268,-3.86049,0.25656,-0.49921,-1.69452,-2.69613,-4.16043,3.39242,2.87189
1.16067,3.28869,-4.47509,-5.80031,-3.38106,-2.85912,-2.73044,-17.03095,0.16673,-1.76611,-4.38225,-8.12106,-1.51948,-2.60366,-3.92447,0.14834,-2.67918,-6.74663,-8.20306,-5.92970,-4.20099,-17.13524,-3.97633,-2.29381,-4.88376,-3.15097,-5.48103,-2.25925,-0.22701,3.79399,-3.23758,-3.66495,-1.40859,-0.65610,-1.52493,-17.20457,-3.77241,-0.57334,-2.69480,-5.50351,-4.46945,-0.48522,-2.54310,0.15160,-3.62503,-0.20606,-8.31408,-5.63063,-3.82919,-17.10007,-4.21261,-3.26602,-5.66812,-6.42868,-9.25096,-3.84537,3.90889,0.56967,-5.10422,-5.85149,-4.71057,-7.89032,1.82359,-16.81051,-6.42880,-0.24739,-4.95957,-6.29087,-5.05689,-2.78329,-1.19032,0.70709,-2.19616,-7.95527,-5.46894,-3.78196,-3.94507,-17.15117,-3.79770,-2.79395,-1.79339,-6.92723,-4.29955,-6.21721,-1.11708,1.91301,-3.85748,-4.53539,-4.54580,-4.48431,-3.67561,-17.03151,-2.02167,-3.75067,-5.36203,-4.31595,-3.28382,-1.84247,1.04123,10.98529,-1.93190,1.61081,-5.03542,1.75332,-2.26004,-16.96135,4.68070,5.63246,-3.15182,-4.09491,0.28720,2.34167,-1.11330,1.78188,-0.66182,-4.05930,-6.74644,-4.39177,-2.12908,-17.23581,-0.94422,-2.55032,-1.61262,-2.92269,-4.87890,-1.66501,0.67506,1.80740,-3.58876,-4.37646,-6.96289,-4.57088,-0.86290,-16.99195,-5.40430,-0.00632,-4.76687,-4.71529,-1.98126,-1.09377,-1.32487,-0.53088,-3.63971,-4.63991,-5.05214,-3.55450,-2.29345,-17.18556,-4.15680,-3.88125,-2.80491,-6.85308,-4.52516,-5.79840,3.99099,2.07919,0.30369,0.11186,-1.17722,-2.93881,1.14475,-17.13148,-3.89424,0.28586,-0.55774,-1.70970,-2.70142,-4.14612,3.39230,2.91536
1.16461,3.37267,-4.46126,-5.79420,-3.38900,-2.81232,-2.75775,-17.14274,0.21896,-1.72078,-4.38940,-8.15476,-1.51648,-2.59540,-3.91593,0.15267,-2.68174,-6.72494,-8.25738,-5.97330,-4.20666,-17.25313,-3.97581,-2.29338,-4.93319,-3.14697,-5.54033,-2.27122,-0.21312,3.83726,-3.27766,-3.70852,-1.48319,-0.67445,-1.51548,-17.32405,-3.77552,-0.51182,-2.74154,-5.55070,-4.46480,-0.48376,-2.58321,0.08219,-3.62623,-0.28411,-8.36862,-5.70837,-3.87959,-17.21424,-4.27878,-3.34573,-5.68414,-6.46068,-9.32256,-3.93866,3.93922,0.58588,-5.11188,-5.83277,-4.70452,-7.89421,1.83127,-16.92276,-6.48085,-0.24844,-4.99983,-6.33323,-5.08012,-2.79222,-1.18982,0.73092,-2.22135,-7.97161,-5.51590,-3.81773,-3.97557,-17.26646,-3.77728,-2.79283,-1.82002,-6.96620,-4.33815,-6.24817,-1.08433,1.86734,-3.85153,-4.58935,-4.57917,-4.57108,-3.64398,-17.14600,-2.09097,-3.76803,-5.39933,-4.31560,-3.36253,-1.88576,1.01581,10.97580,-1.98398,1.55817,-5.05942,1.71863,-2.28439,-17.07522,4.64448,5.62618,-3.20433,-4.18687,0.21537,2.30608,-1.13486,1.74091,-0.68009,-4.06807,-6.78640,-4.45164,-2.14323,-17.35503,-1.01029,-2.57989,-1.65975,-2.94200,-4.97654,-1.72331,0.75666,1.87210,-3.58105,-4.37651,-6.93217,-4.54568,-0.79415,-17.10108,-5.41644,0.03493,-4.78341,-4.74965,-2.00671,-1.09292,-1.34754,-0.54088,-3.64882,-4.70349,-5.14770,-3.60823,-2.32771,-17.30658,-4.16558,-3.90505,-2.83221,-6.90696,-4.57509,-5.84411,4.00808,2.08238,0.26707,0.05309,-1.22752,-2.97702,1.16116,-17.24784,-3.93770,0.30381,-0.61490,-1.72782,-2.71343,-4.13268,3.40523,2.93732
1.16740,3.46049,-4.44428,-5.78801,-3.39655,-2.76963,-2.79194,-17.23424,0.26825,-1.68001,-4.38454,-8.18029,-1.49474,-2.58035,-3.91215,0.15747,-2.68418,-6.69808,-8.30079,-6.01654,-4.22193,-17.35001,-3.97719,-2.30018,-4.97389,-3.14034,-5.59020,-2.27638,-0.18763,3.89456,-3.30447,-3.72756,-1.54299,-0.68031,-1.50064,-17.42378,-3.77324,-0.44492,-2.76890,-5.57755,-4.43634,-0.46936,-2.60346,0.02536,-3.61645,-0.34612,-8.40478,-5.77970,-3.91381,-17.30628,-4.33387,-3.42179,-5.68561,-6.47894,-9.36878,-4.01904,3.97401,0.59534,-5.11096,-5.81966,-4.69358,-7.89740,1.84588,-17.01396,-6.53580,-0.25675,-5.02932,-6.36145,-5.08536,-2.80114,-1.18516,0.75509,-2.24594,-7.97970,-5.54052,-3.84053,-4.00183,-17.36343,-3.76456,-2.80327,-1.83415,-6.99749,-4.36124,-6.27399,-1.05210,1.82695,-3.84136,-4.62419,-4.60168,-4.64875,-3.61876,-17.24050,-2.15898,-3.78989,-5.42994,-4.30679,-3.43003,-1.92686,0.99813,10.96967,-2.03963,1.51667,-5.07232,1.68792,-2.30595,-17.16810,4.60124,5.62131,-3.25692,-4.27886,0.14558,2.28450,-1.15736,1.69931,-0.70014,-4.07568,-6.82379,-4.51421,-2.16375,-17.45235,-1.08553,-2.60865,-1.69439,-2.95913,-5.06898,-1.77513,0.83305,1.93335,-3.57855,-4.37614,-6.89800,-4.52003,-0.73526,-17.18789,-5.43727,0.06406,-4.79446,-4.78144,-2.03280,-1.09436,-1.36125,-0.53168,-3.65335,-4.74458,-5.23342,-3.64563,-2.36497,-17.40982,-4.16512,-3.92377,-2.84939,-6.95600,-4.60408,-5.87713,4.02161,2.09051,0.22929,0.00131,-1.27399,-3.01486,1.17012,-17.34436,-3.97084,0.31582,-0.66120,-1.74580,-2.72250,-4.11843,3.41848,2.94281
1.19204,3.55543,-4.41807,-5.76836,-3.38419,-2.72855,-2.81573,-17.28498,0.31867,-1.63102,-4.35746,-8.17884,-1.43293,-2.54227,-3.91004,0.17433,-2.66974,-6.66683,-8.32450,-6.04207,-4.24159,-17.40904,-3.96685,-2.30665,-4.98548,-3.11557,-5.62124,-2.26716,-0.16053,3.95194,-3.31280,-3.70792,-1.58627,-0.68328,-1.49078,-17.48208,-3.77251,-0.37900,-2.76929,-5.57090,-4.39146,-0.43086,-2.60131,-0.00646,-3.59748,-0.37465,-8.40909,-5.82218,-3.92733,-17.35723,-4.37363,-3.47576,-5.66851,-6.48680,-9.38264,-4.08620,4.01005,0.58532,-5.09061,-5.80852,-4.67008,-7.90312,1.85695,-17.06498,-6.58882,-0.28411,-5.03373,-6.37033,-5.07651,-2.82458,-1.16322,0.77701,-2.26611,-7.96929,-5.53492,-3.85356,-4.01862,-17.41872,-3.76356,-2.82070,-1.83269,-7.00990,-4.34849,-6.28929,-1.03205,1.80085,-3.82522,-4.63014,-4.61657,-4.70879,-3.61939,-17.29437,-2.21466,-3.81195,-5.44056,-4.29318,-3.47369,-1.95437,0.99730,10.96969,-2.07486,1.51634,-5.05483,1.66724,-2.32405,-17.21968,4.55553,5.62736,-3.29557,-4.34505,0.08921,2.29610,-1.17759,1.66700,-0.72342,-4.07490,-6.84700,-4.57360,-2.19203,-17.50794,-1.15573,-2.63283,-1.71811,-2.97849,-5.14696,-1.81826,0.89012,1.97334,-3.57452,-4.37372,-6.87966,-4.51085,-0.69256,-17.23291,-5.48356,0.07592,-4.78717,-4.79092,-2.06318,-1.09963,-1.35973,-0.51066,-3.64816,-4.75720,-5.28474,-3.66128,-2.40033,-17.47344,-4.17231,-3.93573,-2.83143,-6.99817,-4.60386,-5.90060,4.02701,2.10254,0.20124,-0.01919,-1.31378,-3.04185,1.16040,-17.40186,-3.98843,0.31502,-0.68839,-1.76490,-2.71803,-4.10589,3.43496,2.92082
